N,text,created_at,likes_count,username,user_loc
116,"@WSJ @WSJopinion I don't think the infrastructure bill will spell the end of swing district Dems. Another huge spending bill could especially if it includes immigration reform. 
https://t.co/XDvOtxF1MM
https://t.co/FWGmMcsVXZ",1462801692773257221,2021-11-22 15:14:35+00:00,0,comparison_show,USA
117,"JUST IN: #Hartford’s long-term issuer credit rating (ICR) has been raised two notches by S&amp;P Global Ratings from BBB to BB+, according to @MayorBronin's office. @WTIC1080",1462801669171912709,2021-11-22 15:14:30+00:00,0,akwtic,"Connecticut, USA"
118,"What's next for Biden's Build Back Better Act? Possible big changes in the Senate.
https://t.co/UiI5xZUhUB https://t.co/a0yuyYs4TL",1462801650020761603,2021-11-22 15:14:25+00:00,0,MeetThePress,"Washington, D.C."
119,"@Sen_JoeManchin is a #TrojanHorse. He’ll fold. 

Senate will pass #BBB as is, the House version. 

@JoeSquawk @SenatorBraun @SquawkCNBC",1462801613265903616,2021-11-22 15:14:16+00:00,0,JimmyPlankRoad,"San Diego, CA"
120,@Sen_JoeManchin People don’t know what’s in this BBB bill. If they did there’s no way they would want this passed! You know what’s it’s going to do to our economy! It was be horrific!! Say NO!!,1462801582941212680,2021-11-22 15:14:09+00:00,0,wendysi81857317,
121,"For a Shot &amp; Chaser on #BBB vapor tax, see this @maloneyfiles story and article below and then...

1/2 https://t.co/9eUt5SD2oe",1462801566281383940,2021-11-22 15:14:05+00:00,2,jgitchell,"Bethesda, MD"
122,"Republicans also voted AGAINST healthcare. 
Republicans also voted AGAINST infrastructure.
Republicans also voted AGAINST Biden’s Build Back Better. 

Republicans don’t give a damn about us.
Republicans care only about power &amp; money - their own.

🇺🇸VOTE FOR DEMOCRATS🇺🇸 https://t.co/bxJxIfhU7K",1462801563802648576,2021-11-22 15:14:05+00:00,0,murphmedo,Rockaway
123,Build Back Better expands EV tax credit with $12.5K incentive on American-made electric cars - Fox Business https://t.co/Z7YP2QSBYP,1462801557066448899,2021-11-22 15:14:03+00:00,0,corqtrade,TOTES NOT FINANCIAL ADVICE!
124,"@nycjayjay @GeorgeTakei Maybe if the media would stop sticking microphones in their fucking faces, BBB might have a chance.",1462801555158089728,2021-11-22 15:14:02+00:00,0,PamCarlson3,"Eagan, MN"
125,An @Environics_Inst survey reveals that Canadians are more and more aware of the mistreatment of #Indigenous People in Canada and willing to say that government policies are the main obstacle to achieving economic/social equality. Access the report at https://t.co/ggArKTxD6q,1462801550397657096,2021-11-22 15:14:01+00:00,0,amssabc,"British Columbia, Canada"
126,"Together, with our Climate and Equitable Jobs Act, @POTUS Biden's Build Back Better Act is a major climate and economic breakthrough for Illinois and our nation.

Rebates from Build Back Better will generate clean energy and reduce energy bills for thousands of Illinois families. https://t.co/AIKgdL1qrP",1462801542923395072,2021-11-22 15:14:00+00:00,22,GovPritzker,
127,Pelosi and Biden march swing-district House Democrats to the end of their careers with the passage of the tax and spending bill. https://t.co/IDEFOPZtOc via @WSJOpinion,1462801444151693318,2021-11-22 15:13:36+00:00,3,ScottWRasmussen,
128,"@Seis_seis Well they still have to debate and vote on the defense budget, which includes a repeal of the Iraq War authorization, before they can even think about Build Back Better.",1462801427500351488,2021-11-22 15:13:32+00:00,0,JonkoThePriest,"Pennsylvania, USA"
129,"@BCKNBLK2 Puddin Brain and Pelosi’s build back better working already 😏 I see, literally",1462801425935831045,2021-11-22 15:13:32+00:00,0,pbyrond,"Hollywood, FL"
130,"@PascrellforNJ Another tax theft program because ""build back better"" will give a huge tax break to the ultra rich.

""We have to pass it to see what's in it."" part deux, rape the middle class for any cash they have left",1462801411100622848,2021-11-22 15:13:28+00:00,0,USHouseWatch,
131,".@newtgingrich: Dems Marching off the Cliff With Social Spending Bill | @newsmax 
https://t.co/aW2m8DIKbH",1462801407019528202,2021-11-22 15:13:27+00:00,0,JCats2013,New York City
132,"@GOP In just FOUR days:

• Biden’s bipartisan infrastructure bill becomes law
• House passes Build Back Better Act
• FDA authorizes Covid boosters for all adults 
• Biden orders antiviral Covid pills for 10 million people 
• Strong gains in job numbers

KEEP THE GOOD NEWS COMING!",1462801340061650945,2021-11-22 15:13:11+00:00,0,LWinB,
133,"@GOP In just FOUR days:

• Biden’s bipartisan infrastructure bill becomes law
• House passes Build Back Better Act
• FDA authorizes Covid boosters for all adults 
• Biden orders antiviral Covid pills for 10 million people 
• Strong gains in job numbers

KEEP THE GOOD NEWS COMING!",1462801290648559623,2021-11-22 15:12:59+00:00,0,LWinB,
134,"Bidens ""Bring Down America Bill"". Tax cuts for the rich and money for Democrat cities run into the ground by Democrats. Balonga. Biden’s Build Back Better plan faces uphill battle as bill advances to Senate – live https://t.co/cOXePpB1Dd",1462801283744686082,2021-11-22 15:12:58+00:00,0,nu2fl123,"Brevard County, FL"
135,"...YEAR than Republicans ever did for the entirety of Trump's presidency - *including* the largest piece of infrastructure legislation in a generation which, when coupled with the incoming BBB which is expected to pass, will transform our economy and and do more for Americans...",1462801280016039948,2021-11-22 15:12:57+00:00,0,ACaruso929,New York
136,"We will be also be donating $10 to @NCTR_UM, the National Centre for Truth and Reconciliation (NCTR) on behalf of all attendees.",1462801259568762882,2021-11-22 15:12:52+00:00,0,ciranews,"Ottawa, Ontario"
137,"Top Biden economic adviser optimistic as Build Back Better Act heads to Senate | TheHill https://t.co/2AnBi96sav 
IF THE SENATE ALTERES THE BILL CONGRESS PASSED DOESN'T THAT MAKE THE BILL ILLEGAL? WHY WOULD CONGRESS GIVE THE SENATE THE POWER TO ALTER THEIR BILL?",1462801240254029833,2021-11-22 15:12:47+00:00,0,deprato_james,
138,"Paid leave, immigration: What's likely to change as Senate weighs Build Back Better Act https://t.co/VPxGEmxjpb",1462801234776186881,2021-11-22 15:12:46+00:00,0,AgarwalLaw,"Boston, MA"
139,"@GOP @TommyHicksGOP In just FOUR days:

• Biden’s bipartisan infrastructure bill becomes law
• House passes Build Back Better Act
• FDA authorizes Covid boosters for all adults 
• Biden orders antiviral Covid pills for 10 million people 
• Strong gains in job numbers

KEEP THE GOOD NEWS COMING!",1462801228157566983,2021-11-22 15:12:44+00:00,0,LWinB,
140,"One of Dems' favorite BBB provisions, $35 monthly cap on insulin, could be at risk. From @politico Huddle: Schumer said he expects challenges on the provision, ""there are different ways, the parliamentarian and other ways the Republicans could try to knock it out,"" he said Sunday",1462801208549294088,2021-11-22 15:12:40+00:00,2,jenhab,The U.S. Capitol
141,"The #BuildBackBetterAct commits $400 billion to critical investments in #earlychildhoodeducation. So, what's in the bill? ⬇️

💰 Higher pay for child care professionals
📚 Increased training opportunities 
👶 Affordable #childcare 
🎒 Universal #PreK 

https://t.co/WQ9XKlIzxV",1462801191503552519,2021-11-22 15:12:36+00:00,0,cdacouncil,Washington DC
142,"The flag was raised for remembrance day, which means that reconciliation is over or something? 

The Flag Fetish Continues: Remembrance Day Edition https://t.co/uoJNxT46Jw via @YouTube",1462801181948973057,2021-11-22 15:12:33+00:00,0,imperialnewz,Depression
143,@boobiegyu @jihoney_bbb I’m going crazy… that looks like twitch,1462801166518128641,2021-11-22 15:12:30+00:00,0,sunsetshimmergf,any pronouns (16)
144,@BrianLehrer is GOP freaking out about BBB based on how America has embraced Obamacare?,1462801151858982914,2021-11-22 15:12:26+00:00,0,jonbirenbaum,NewYorkNewYork
145,Tax provisions in the Build Back Better Act https://t.co/HoocCxX3Ih,1462801151208919042,2021-11-22 15:12:26+00:00,0,Brockdorf,"Gainesville, FL"
146,@KamalaHarris And zero percent of them have any idea what this socialist spending bill contains....,1462801121802600452,2021-11-22 15:12:19+00:00,0,ChinaBidens,United States
147,"@seanhannity In just FOUR days:

• Biden’s bipartisan infrastructure bill becomes law
• House passes Build Back Better Act
• FDA authorizes Covid boosters for all adults 
• Biden orders antiviral Covid pills for 10 million people 
• Strong gains in job numbers

KEEP THE GOOD NEWS COMING!",1462801068711153676,2021-11-22 15:12:06+00:00,0,LWinB,
148,"They probably believe that, if the Congress felt they had a reason to give 46th a legacy, they enact the ""human–BBB""; which, allows for increased home–care, and better opportunity to get data without any potential for oversight. The bottom–line is, it's always about psych–1st.",1462801046040977411,2021-11-22 15:12:01+00:00,0,Handm8stail,The Republic of Ghillie ad
149,"While we celebrate the major provisions in the #BuildBackBetter Act, more must be done to address college affordability, including free community college &amp; student loan debt cancellation. https://t.co/0VWnppxoaP",1462801040655282176,2021-11-22 15:12:00+00:00,1,YoungInvincible,
150,"Biden’s Build Back Better Bill Enriches Blue State Fat Cats, Dings Middle Class
 https://t.co/FSUSrzEzKm",1462801015821029378,2021-11-22 15:11:54+00:00,0,dublin_erik,"Dublin, Ohio"
151,"See who oposses protecting your #privacy and stopping #surveillance on families &amp; communities;  afraid of being held accountable. U.S. Chamber Letter on FTC Enforcement Provision in H.R. 5376, the “Build Back Better Act,” | U.S. Chamber of Commerce https://t.co/E0TDsjhQDq",1462800999182131203,2021-11-22 15:11:50+00:00,1,chesterj1,"Washington, DC"
152,"@deaver_martha @RepTenney Funny how you are all about “essential caregivers” but don’t count parents of small children in that deff. BBB will assist parents with childcare, so they can work. Out of control childcare costs a big reason why parents are leaving the workforce. Try to be consistent for once.",1462800967695573008,2021-11-22 15:11:42+00:00,0,CMassoudTastor,"New Hartford, NY"
153,@PostUp_bbb Absolutely,1462800952818294784,2021-11-22 15:11:39+00:00,0,TBCWPHENOM,"Houston, TX"
154,"📺LIVE NOW: With passage of the #BipartisanInfrastructureLaw, we are set to #BuildBackBetter in Tampa. Live with @GoHART + @KOvermanHCFL discussing what this historic legislation means for Tampa👇

https://t.co/L240k1iMql",1462800924796235777,2021-11-22 15:11:32+00:00,5,USRepKCastor,
155,"Read the details of the BBB Plan. Big tax cuts for the rich, lots of programs for students and the poor. Nothing for middle class except the burden of the tax bill to pay for it all. Not a good bill. #wecandobetter",1462800902272651273,2021-11-22 15:11:27+00:00,0,SeanHarbaugh,"Sacramento, CA"
156,"By an 11-point margin (49% vs. 38%), voters favor the House's Build Back Better Act, latest @MorningConsult/@politico shows. 

But 43% believe it will make inflation worse.

https://t.co/eQNQeCKi5v",1462800894765019141,2021-11-22 15:11:25+00:00,4,cameron_easley,District of Columbia
157,"Still 2021 #HurricaneSeason  ... Are You READY!!!

GET #Hurricane &amp; #Tornado READY #Florida ... 

Call 800 679 0369 #BBB&gt;New #Roofs Hurricane Impact #Windows #Doors #Shutter Systems, Screen #Pool Enclosures, Super High Efficiency Central A/C  #BlueRoof https://t.co/QTlS9wBwap",1462800891493429260,2021-11-22 15:11:24+00:00,0,GulfAtlanticInd,South Florida
158,"Tim makes a difference in America every day by representing all of us in Congress. Voting YES for the BIF &amp; BBB Bills will change all of our lives for the better &amp; will continue for generations to come.

Let’s help put Tim Ryan into Senate to continue the good fight. 

#DemVoice1 https://t.co/x0WOXzz5Zd https://t.co/8zNeofSBSH",1462800863894937607,2021-11-22 15:11:18+00:00,4,annlarraine,"Dallas, Texas"
159,Tax provisions in the Build Back Better act https://t.co/Xe7JIuUWLp,1462800797230637064,2021-11-22 15:11:02+00:00,0,RalphAThomas,
160,@Mulhacen2 Here is the reconciliation of IFRS Net Income vs. EBITDA. https://t.co/akAX4BTn82,1462800721837969410,2021-11-22 15:10:44+00:00,0,PsychoStock,Stock Exchange
161,"And to do that, we need to pass the Build Back Better bill.

Call your senators every day &amp; demand, demand, demand that they pass the bill into law!

Let's get America back to work! https://t.co/roCW5ETBsf",1462800721376473091,2021-11-22 15:10:44+00:00,1,LangtreeLillie,
162,"@smokeinpeaceUSA Fuck around &amp; you'll find out what consequences will ensue. If the Senate had just 2 more Democrats who were not acting like Republicans of the 80s, then HR 1 would have passed months ago.

As well as the original ungutted infrastructure legislation &amp; the watered down BBB plans.",1462800703500529676,2021-11-22 15:10:39+00:00,0,7toezleft,"Michigan, USA"
163,Joe Manchin and Kyrsten Sinema are attracting billionaire GOP donors as they scale back Biden’s Build Back Better https://t.co/jwckHaAywO,1462800695313113091,2021-11-22 15:10:37+00:00,0,thesecondellen,"Hamilton, Ontario"
164,"Please watch, this is a life in Biden’s Build Back Better world!
‘It Was All Nonsense': GOP Lawmaker Cites CBO Score As He Criticizes Bui... https://t.co/tjDxFwUBuH via @YouTube",1462800641563181058,2021-11-22 15:10:25+00:00,0,PeterP99541881,
165,"@SenatorLankford Estimated Revenue Effects of Increased Funding for the Internal Revenue Service in H.R. 5376, the Build Back Better Act
https://t.co/SDBQxuKjvM",1462800614795132936,2021-11-22 15:10:18+00:00,1,OpieReger,"Oklahoma, USA"
166,"The Build Back Better Act addresses the cost of insulin in 3 ways:

1. Cost-sharing is capped at $35/month in Medicare and private insurance.

2. Price increases are capped at inflation in Medicare and private insurance.

3. Prices in Medicare can be negotiated by the government.",1462800595115339786,2021-11-22 15:10:14+00:00,12,larry_levitt,"Oakland, CA"
167,“The same Democrats who campaign against inequality and for soaking the rich thus voted to give affluent taxpayers who earn up to $10 million a year a huge tax cut. ” https://t.co/7QvEDwdENc,1462800542862917638,2021-11-22 15:10:01+00:00,0,NathanBenefield,"Harrisburg, PA"
168,"After Record-Breaking McCarthy Speech, 78 House Members Decide Not To Show Up For Build Back Better Vote https://t.co/FpiL64bgQ1 via @dailycaller",1462800502014545924,2021-11-22 15:09:51+00:00,0,kathi_4t,
